number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount
0,1,2772.441318,79663.0,69.0,14.0,39.0,263.957201
2,1,4305.793209,31071.0,111.0,0.0,57.0,215.23091
0,1,5103.35758,39452.0,131.0,6.0,54.0,398.190882
0,8,4784.960513,25813.0,61.0,16.0,97.0,205.332749
0,7,10541.10977,59965.0,131.0,7.0,54.0,905.030448
0,1,2179.425137,0.0,63.0,23.0,90.0,544.362598
0,3,7610.840476,98701.0,94.0,22.0,66.0,79.615631
0,8,8510.525936,0.0,121.0,5.0,94.0,871.2
0,2,16172.94049,64388.0,68.0,9.0,46.0,12.394834
0,1,2425.494812,66841.0,62.0,4.0,73.0,123.436634
1,1,2899.317224,33738.0,74.0,6.0,50.0,304.390472
2,1,3633.05403,43334.0,95.0,3.0,72.0,614.367195
0,1,3457.154249,0.0,91.0,13.0,89.0,245.673365
0,1,3394.720301,83431.0,84.0,13.0,33.0,403.2
0,1,3781.4548,57647.0,94.0,3.0,99.0,451.2
0,3,5841.528134,0.0,79.0,17.0,4.0,379.2
0,3,5479.854218,38210.0,69.0,25.0,41.0,383.043363
0,2,20455.24946,0.0,67.0,28.0,72.0,482.4
0,2,8319.123035,49734.0,69.0,3.0,41.0,154.748539
0,6,5181.620895,97131.0,64.0,5.0,80.0,307.2
0,1,4163.79336,11689.0,117.0,7.0,46.0,561.6
0,1,4853.100287,17120.0,125.0,14.0,95.0,717.285949
0,1,3280.457296,63297.0,82.0,1.0,33.0,251.756739
0,2,32961.15225,66014.0,102.0,34.0,11.0,459.966453
0,1,2684.581561,98121.0,67.0,22.0,49.0,383.655742
0,9,10392.96347,93495.0,129.0,8.0,0.0,618.20653
0,3,9036.657561,89382.0,112.0,2.0,61.0,573.990258
0,1,5352.18703,97742.0,132.0,6.0,52.0,199.590599
0,2,11880.96623,0.0,114.0,29.0,96.0,820.8
0,1,2557.094323,0.0,73.0,30.0,8.0,525.6
1,5,7914.82311,77153.0,99.0,3.0,27.0,355.641958
0,2,9840.082616,94590.0,81.0,26.0,31.0,388.8
0,1,4351.550504,74163.0,108.0,14.0,63.0,518.4
0,8,4825.258632,0.0,71.0,8.0,30.0,511.2
0,4,6947.838781,0.0,99.0,12.0,77.0,475.2
0,1,3344.809462,33243.0,85.0,13.0,19.0,24.555177
0,1,2357.503128,0.0,64.0,25.0,80.0,199.791024
0,2,35944.71048,0.0,114.0,33.0,55.0,820.8
1,2,10408.96865,20228.0,101.0,3.0,43.0,523.815839
0,1,4048.16129,92801.0,100.0,24.0,23.0,407.045238
1,2,6852.001946,0.0,69.0,7.0,45.0,406.999443
0,1,2903.024168,36845.0,74.0,14.0,33.0,355.2
0,2,18039.11422,0.0,63.0,28.0,82.0,503.204804
2,1,3242.043926,72330.0,81.0,2.0,50.0,126.509441
0,1,2467.620791,19352.0,65.0,16.0,0.0,724.463534
5,2,5674.383424,0.0,62.0,13.0,6.0,297.6
0,2,8634.355958,25073.0,79.0,3.0,84.0,379.2
0,1,2780.196856,20261.0,72.0,4.0,55.0,345.6
2,2,22056.00496,66851.0,92.0,10.0,70.0,408.550442
0,1,2514.59196,43860.0,65.0,15.0,58.0,156.124914
0,2,7706.036295,48019.0,64.0,15.0,94.0,137.665031
1,1,2790.458197,28786.0,71.0,30.0,69.0,345.619809
0,1,2397.036098,22283.0,65.0,16.0,93.0,572.072106
0,7,8834.322784,34133.0,111.0,0.0,72.0,226.9684
0,2,14435.67365,60880.0,119.0,25.0,89.0,109.906628
2,7,4834.797545,32017.0,62.0,9.0,10.0,297.6
0,3,10899.30177,58518.0,136.0,17.0,9.0,323.637414
0,6,5284.041003,61542.0,67.0,33.0,83.0,321.6
1,1,2891.726781,56761.0,73.0,31.0,80.0,85.146928
0,4,4900.545112,22976.0,66.0,19.0,33.0,345.951322
0,2,20842.5963,0.0,72.0,14.0,29.0,709.082334
0,2,8415.644389,0.0,62.0,8.0,98.0,446.4
0,2,6630.836094,0.0,66.0,20.0,53.0,315.950185
0,2,12036.62051,44428.0,104.0,17.0,61.0,499.2
0,1,3895.034766,52361.0,102.0,13.0,78.0,645.952371
0,1,3419.108695,40272.0,86.0,8.0,64.0,23.387192
0,2,7302.775082,30492.0,61.0,32.0,68.0,171.38289
0,1,2486.064902,36635.0,63.0,20.0,28.0,302.4
0,3,5224.328801,83389.0,65.0,5.0,57.0,209.25613
0,2,49221.43073,63035.0,153.0,20.0,97.0,734.4
2,1,3167.888725,61638.0,82.0,3.0,55.0,544.340079
1,3,7805.31287,21073.0,106.0,25.0,54.0,508.8
3,2,13197.92893,0.0,68.0,19.0,2.0,326.4
0,9,6234.305918,0.0,82.0,26.0,12.0,192.7604
0,2,7539.600588,0.0,74.0,23.0,64.0,532.8
0,5,8157.933629,86811.0,102.0,19.0,22.0,489.6
0,2,13156.74895,72517.0,82.0,33.0,27.0,371.458196
0,9,5107.624201,0.0,77.0,2.0,71.0,554.4
0,9,5339.388388,84424.0,66.0,18.0,71.0,231.537001
0,8,8649.175023,43383.0,109.0,7.0,60.0,757.593913
1,6,7519.133631,96306.0,95.0,12.0,17.0,185.355353
0,8,4293.009593,0.0,61.0,18.0,15.0,292.8
0,1,4529.062612,65134.0,112.0,28.0,48.0,529.147483
0,2,13160.3389,94125.0,109.0,33.0,21.0,341.680131
0,2,13235.54436,39778.0,112.0,23.0,49.0,806.4
0,1,3744.577726,0.0,101.0,3.0,32.0,727.2
0,2,28486.0728,91871.0,102.0,5.0,3.0,346.845129
0,1,2644.684556,54000.0,66.0,15.0,45.0,373.881547
0,1,5073.282126,57709.0,125.0,10.0,26.0,600.0
0,1,4272.585137,81132.0,107.0,19.0,52.0,419.105559
0,2,11003.01645,22926.0,93.0,1.0,99.0,479.934846
2,2,14181.64282,0.0,72.0,15.0,91.0,345.6
0,6,8875.965501,69205.0,110.0,20.0,56.0,372.362565
0,3,11077.68591,78011.0,138.0,14.0,42.0,619.698644
0,1,2435.689035,32931.0,62.0,16.0,45.0,297.6
0,3,8743.852187,99517.0,109.0,2.0,93.0,239.905208
1,1,2409.760898,59665.0,62.0,33.0,3.0,167.138119
0,1,2499.498786,28082.0,64.0,9.0,63.0,578.499499
0,3,8528.288669,91099.0,107.0,14.0,37.0,406.430632
0,1,3591.996064,28013.0,91.0,16.0,13.0,655.2
0,2,8539.826923,55478.0,71.0,7.0,1.0,339.399593
0,6,6990.917824,22568.0,88.0,31.0,63.0,422.4
0,1,3979.388247,0.0,112.0,11.0,3.0,806.4
0,1,2321.052528,0.0,66.0,0.0,10.0,508.703134
0,3,5087.020469,0.0,72.0,12.0,70.0,345.6
0,1,4362.931238,58842.0,110.0,6.0,74.0,528.0
0,2,7457.468107,0.0,69.0,15.0,73.0,678.209827
0,5,7027.759594,0.0,102.0,11.0,90.0,489.6
0,1,2831.683664,70037.0,70.0,6.0,61.0,409.985435
0,3,4217.857932,0.0,62.0,19.0,75.0,446.4
0,8,8365.677648,26630.0,118.0,19.0,27.0,581.077056
0,1,2726.392968,48039.0,68.0,4.0,37.0,11.451889
0,1,3420.452207,0.0,92.0,2.0,38.0,441.6
0,1,4839.107156,0.0,137.0,18.0,50.0,1227.458548
0,1,4358.553534,0.0,118.0,18.0,91.0,101.826804
0,3,7255.953792,88891.0,89.0,17.0,56.0,50.528355
0,2,23515.85325,36537.0,85.0,19.0,4.0,165.309001
1,3,8396.327608,0.0,115.0,18.0,80.0,552.0
1,1,5170.976384,53603.0,132.0,30.0,1.0,697.272246
0,9,5585.30807,0.0,80.0,14.0,17.0,6.281344
1,3,8639.49502,92374.0,107.0,16.0,9.0,220.018279
0,7,5281.833471,39658.0,66.0,32.0,53.0,316.8
0,7,8385.252347,0.0,116.0,0.0,35.0,556.8
0,3,4633.101259,0.0,70.0,0.0,86.0,336.0
0,1,2480.392738,0.0,65.0,1.0,60.0,328.314222
0,1,3618.686938,50755.0,91.0,21.0,25.0,436.8
0,1,2480.045899,93383.0,62.0,31.0,64.0,244.212286
0,5,4893.291507,0.0,73.0,11.0,56.0,680.047456
0,9,10737.68425,50607.0,137.0,15.0,0.0,657.6
0,1,2616.613903,72302.0,66.0,6.0,27.0,316.8
0,2,15725.25053,0.0,149.0,16.0,70.0,1072.8
0,4,9553.415528,0.0,146.0,20.0,14.0,1051.2
0,2,7507.455372,60920.0,64.0,10.0,61.0,231.201886
0,6,7324.928202,0.0,105.0,4.0,98.0,504.0
0,3,5333.038137,55674.0,66.0,10.0,95.0,81.710575
0,1,2829.863912,25317.0,71.0,15.0,97.0,50.422181
0,1,3483.630439,42983.0,86.0,28.0,18.0,412.8
1,5,4636.54647,26802.0,66.0,7.0,43.0,316.8
0,2,17530.03658,0.0,97.0,27.0,96.0,469.229028
0,7,6978.719808,53808.0,88.0,26.0,91.0,189.835063
0,1,2912.248444,93403.0,73.0,18.0,32.0,295.224598
1,1,4209.279338,26435.0,111.0,32.0,50.0,1012.249308
0,7,5009.808888,0.0,68.0,21.0,69.0,326.4
0,7,5217.513287,39854.0,66.0,6.0,4.0,261.930545
0,3,11490.33618,0.0,161.0,0.0,94.0,1052.933035
0,1,2864.544017,91368.0,71.0,13.0,95.0,395.328407
0,8,8403.910248,0.0,115.0,11.0,63.0,552.0
1,2,20395.96875,92850.0,104.0,3.0,28.0,499.2
3,2,36470.3024,0.0,113.0,0.0,9.0,813.6
2,2,16727.77186,30915.0,72.0,1.0,6.0,345.6
0,9,5801.128252,48927.0,72.0,1.0,51.0,139.354893
0,2,9472.973811,0.0,86.0,30.0,32.0,412.8
0,2,10484.91535,61108.0,89.0,22.0,93.0,49.451117
0,1,4387.31087,48015.0,110.0,24.0,57.0,528.0
0,9,4522.883533,0.0,61.0,8.0,78.0,292.8
0,7,5418.152088,57587.0,68.0,4.0,83.0,257.090387
0,7,5246.057249,70301.0,67.0,7.0,43.0,328.942798
0,2,22110.39804,65724.0,70.0,13.0,66.0,14.518312
0,6,9540.923395,53351.0,119.0,4.0,7.0,571.2
0,1,4756.12617,56146.0,119.0,0.0,91.0,401.785805
0,1,2447.053134,84658.0,62.0,21.0,93.0,44.780402
1,4,5675.923323,33257.0,72.0,15.0,14.0,345.6
0,1,2491.257604,25965.0,65.0,23.0,27.0,329.206567
0,3,7308.433864,31115.0,92.0,21.0,20.0,441.6
0,2,32871.74779,78487.0,117.0,5.0,17.0,448.255019
0,3,5228.92013,92472.0,65.0,0.0,3.0,240.221415
0,2,20700.8645,0.0,64.0,9.0,17.0,460.8
0,9,5800.171881,25472.0,73.0,5.0,86.0,350.4
0,1,4330.38602,60475.0,107.0,9.0,18.0,513.6
0,7,6292.735356,26577.0,79.0,9.0,40.0,73.719521
0,5,4917.889638,0.0,71.0,27.0,81.0,511.2
0,6,5165.810048,43461.0,64.0,24.0,47.0,307.2
0,6,6291.589959,0.0,94.0,2.0,61.0,676.8
0,1,4582.67415,69085.0,113.0,10.0,14.0,472.271907
0,5,6062.441614,0.0,84.0,1.0,94.0,604.8
0,1,3417.204953,42526.0,86.0,12.0,71.0,287.5426
0,6,5830.561364,0.0,77.0,11.0,36.0,783.431945
1,1,3742.579083,0.0,110.0,35.0,78.0,1272.546918
0,1,3849.596697,0.0,106.0,10.0,32.0,763.2
0,2,15265.81488,58361.0,95.0,17.0,16.0,43.599861
0,3,5317.807221,74092.0,67.0,17.0,72.0,321.6
0,1,2374.80917,0.0,64.0,2.0,52.0,380.822087
0,3,5639.941974,73168.0,70.0,21.0,50.0,425.800112
0,1,3362.414442,22853.0,87.0,16.0,89.0,316.35678
0,1,4512.204391,0.0,125.0,6.0,44.0,900.0
0,5,7264.803903,12075.0,94.0,16.0,23.0,451.2
0,4,8658.863813,62464.0,109.0,23.0,45.0,400.181882
0,3,5498.940679,22520.0,73.0,17.0,64.0,350.4
0,6,5599.382893,35012.0,72.0,0.0,50.0,345.6
0,2,15228.19865,95140.0,126.0,6.0,52.0,45.049185
0,1,3644.833554,82477.0,90.0,1.0,69.0,432.0
1,1,3693.440833,85871.0,92.0,4.0,25.0,112.633539
0,2,8742.05776,71592.0,72.0,15.0,18.0,141.725051
0,9,5275.626956,70446.0,65.0,31.0,99.0,155.570802
0,1,2551.226692,79751.0,63.0,15.0,67.0,392.235698
0,3,5811.918112,83318.0,72.0,21.0,58.0,345.6
0,1,4064.670639,26161.0,109.0,8.0,70.0,594.444586
0,1,2841.443088,30473.0,72.0,20.0,35.0,450.080101
0,3,6832.133872,50472.0,87.0,6.0,67.0,281.163705
0,3,5201.971427,94186.0,64.0,20.0,50.0,135.340489
0,4,5484.588155,47611.0,69.0,17.0,65.0,593.654484
0,4,7672.681366,0.0,103.0,17.0,56.0,518.720216
0,2,8272.485353,91245.0,69.0,16.0,50.0,19.251693
0,1,3330.672761,45944.0,83.0,20.0,4.0,182.948495
1,8,5562.456386,59649.0,69.0,33.0,71.0,167.738267
0,1,2452.738575,52785.0,61.0,2.0,90.0,45.721456
0,2,7920.28288,59648.0,66.0,20.0,72.0,316.8
0,1,3861.486269,93272.0,95.0,3.0,54.0,281.110788
0,3,5764.784159,22134.0,72.0,13.0,81.0,445.879224
0,3,5375.842787,69050.0,67.0,17.0,38.0,334.892437
0,1,2882.350556,87798.0,71.0,18.0,73.0,204.448708
0,1,2213.187935,0.0,63.0,0.0,66.0,305.552429
0,4,9429.629367,43811.0,117.0,24.0,10.0,571.136574
0,3,6239.257541,0.0,91.0,25.0,63.0,655.2
0,4,7668.809595,92456.0,95.0,8.0,3.0,456.0
0,2,13770.97618,59207.0,116.0,23.0,21.0,556.8
1,1,2742.844251,64519.0,69.0,6.0,29.0,331.2
0,2,13466.92071,11432.0,119.0,11.0,9.0,571.2
0,2,8858.352032,0.0,80.0,6.0,28.0,81.255741
1,8,8485.330004,32607.0,111.0,27.0,79.0,532.8
1,7,5894.907375,39381.0,74.0,6.0,55.0,355.2
0,8,5770.684097,0.0,83.0,21.0,67.0,946.345269
1,5,5261.117506,90217.0,66.0,14.0,88.0,316.8
3,1,2403.53947,24248.0,70.0,33.0,82.0,336.0
0,3,9124.600015,99368.0,113.0,34.0,6.0,82.427785
1,2,26180.80528,68189.0,82.0,10.0,17.0,343.121192
0,2,15641.25856,32370.0,130.0,31.0,84.0,487.736171
0,1,2574.020376,34990.0,65.0,23.0,73.0,42.689135
0,5,5319.838729,25714.0,67.0,17.0,57.0,321.6
0,8,7496.006588,61091.0,95.0,17.0,64.0,409.868003
3,2,12174.58958,88184.0,104.0,5.0,97.0,240.176533
0,1,2605.570828,60252.0,65.0,10.0,8.0,182.436205
0,1,2707.20846,80985.0,67.0,0.0,52.0,124.933587
0,9,5528.212807,36088.0,72.0,16.0,31.0,345.6
1,8,8819.018934,99845.0,110.0,23.0,25.0,528.0
0,2,19014.47625,29822.0,61.0,17.0,44.0,292.8
3,2,8169.513982,40803.0,71.0,8.0,19.0,122.912377
3,8,7708.883885,71134.0,98.0,21.0,95.0,196.37368
0,9,5528.212807,36088.0,72.0,16.0,31.0,345.6
0,2,12128.4467,29431.0,103.0,29.0,35.0,237.896227
0,8,9080.28284,68073.0,114.0,16.0,63.0,547.2
0,2,6796.844769,17937.0,65.0,1.0,27.0,312.0
0,1,2867.312197,23376.0,78.0,19.0,18.0,374.4
0,1,2395.57,21986.0,63.0,1.0,9.0,333.696228
0,7,7094.167717,23032.0,89.0,30.0,22.0,427.2
0,1,4128.091334,32114.0,104.0,22.0,50.0,445.29049
0,1,4046.936065,13330.0,117.0,33.0,74.0,561.6
0,4,4869.282783,44934.0,61.0,9.0,60.0,357.926979
2,1,2902.151897,96137.0,73.0,17.0,34.0,67.490616
1,1,4282.947971,40864.0,109.0,16.0,70.0,166.937747
1,2,7750.120323,22668.0,67.0,5.0,34.0,33.718553
1,8,6627.174629,90751.0,82.0,2.0,22.0,315.826382
2,2,7474.605769,44186.0,64.0,9.0,96.0,295.04969
0,3,5561.291397,92678.0,70.0,0.0,67.0,34.689611
0,3,6098.462114,74257.0,76.0,16.0,91.0,214.586742
0,1,2859.52893,99981.0,71.0,2.0,22.0,204.872273
0,6,5994.424627,0.0,91.0,26.0,89.0,655.2
0,4,5635.249486,19591.0,74.0,8.0,79.0,95.925021
0,1,5067.208338,29095.0,127.0,2.0,80.0,664.280864
0,1,2263.284608,0.0,62.0,25.0,15.0,389.750793
0,2,14435.67365,60880.0,119.0,25.0,89.0,109.906628
0,5,4928.397077,61785.0,61.0,31.0,47.0,271.10697
0,2,12036.62051,44428.0,104.0,17.0,61.0,499.2
0,9,8564.768226,95697.0,107.0,29.0,29.0,178.006524
2,1,2361.883909,18064.0,63.0,10.0,45.0,182.964184
0,3,5565.693282,74720.0,70.0,15.0,99.0,200.812425
0,3,5146.80976,22594.0,67.0,22.0,41.0,321.6
0,1,2938.080327,40987.0,73.0,6.0,15.0,329.013275
0,2,14432.74644,24561.0,126.0,1.0,31.0,853.473552
1,2,13027.41984,76456.0,83.0,27.0,34.0,42.693918
0,1,2451.988783,65828.0,62.0,22.0,3.0,297.6
1,5,4661.984144,0.0,68.0,0.0,48.0,489.6
0,5,5600.010179,63621.0,70.0,8.0,48.0,444.620265
0,1,4016.132772,10074.0,107.0,33.0,42.0,108.995934
0,2,7343.353716,0.0,68.0,16.0,57.0,479.028818
0,8,4804.514274,23604.0,64.0,4.0,86.0,460.8
0,1,2735.538859,99205.0,68.0,7.0,21.0,323.246017
0,3,6940.972823,0.0,92.0,4.0,60.0,441.6
2,1,2396.219292,0.0,66.0,6.0,71.0,433.160284
0,9,5380.898636,55350.0,67.0,0.0,13.0,321.6
0,5,8432.815731,21052.0,111.0,12.0,55.0,453.578343
0,2,7556.507482,0.0,69.0,5.0,64.0,496.8
0,2,7787.431684,24664.0,69.0,12.0,15.0,496.8
0,1,4787.812897,45225.0,124.0,15.0,83.0,209.176923
0,2,9707.647552,30430.0,86.0,6.0,77.0,425.662574
0,1,2552.226197,35149.0,64.0,26.0,33.0,120.477298
0,6,5223.429265,16513.0,71.0,23.0,37.0,340.8
0,3,5010.44933,10892.0,66.0,16.0,9.0,316.8
0,1,5597.12496,37995.0,139.0,16.0,50.0,667.2
0,1,4457.936252,54704.0,113.0,6.0,75.0,468.176056
0,2,8200.78728,25381.0,71.0,22.0,62.0,340.8
0,1,2746.080105,0.0,74.0,5.0,75.0,355.2
0,2,10215.77915,18150.0,67.0,17.0,34.0,220.304649
0,1,2453.570794,29735.0,69.0,3.0,92.0,331.2
0,7,5872.958817,77156.0,73.0,30.0,39.0,445.817914
0,1,3118.927949,88782.0,78.0,6.0,38.0,357.757645
0,1,5568.656492,51489.0,139.0,14.0,10.0,236.739322
0,5,9029.71466,16972.0,125.0,17.0,89.0,600.0
0,9,7591.827171,99359.0,95.0,16.0,19.0,233.265397
4,1,2255.312942,58289.0,62.0,18.0,92.0,297.6
0,2,9445.649461,93246.0,78.0,31.0,24.0,41.628869
0,2,9766.217126,75651.0,81.0,23.0,60.0,375.11129
0,2,7294.846132,0.0,67.0,13.0,91.0,321.6
0,3,5682.515346,36938.0,70.0,32.0,31.0,244.801119
0,3,6332.941818,50843.0,82.0,12.0,65.0,393.6
0,3,4916.577034,21907.0,62.0,6.0,47.0,2.96438
0,1,4798.240889,77846.0,119.0,8.0,45.0,342.471939
1,2,10408.96865,20228.0,101.0,3.0,43.0,523.815839
0,2,9247.464417,97030.0,76.0,14.0,24.0,416.637499
0,6,8275.900104,48197.0,106.0,10.0,61.0,508.8
4,3,5635.403677,70837.0,73.0,7.0,19.0,362.743231
0,2,14970.28509,85297.0,93.0,7.0,91.0,620.011594
0,8,9336.336922,70177.0,115.0,12.0,34.0,225.517666
0,2,48356.96084,52499.0,138.0,0.0,61.0,1171.537594
0,3,5686.915259,63143.0,71.0,31.0,85.0,340.8
0,2,8622.835375,97361.0,73.0,6.0,85.0,350.4
0,1,5079.674786,50052.0,130.0,6.0,50.0,624.0
0,5,5623.314472,11612.0,71.0,20.0,92.0,340.8
0,4,5270.013569,78115.0,65.0,1.0,12.0,255.454322
0,2,8621.172176,81947.0,71.0,12.0,78.0,203.993499
0,2,21034.01815,26876.0,66.0,12.0,53.0,219.209762
0,2,8692.636838,97768.0,72.0,22.0,14.0,151.843731
0,2,31642.10463,89057.0,98.0,17.0,90.0,187.363583
0,9,5914.951808,50217.0,74.0,18.0,2.0,355.2
0,3,4645.839058,0.0,71.0,3.0,33.0,697.186307
0,2,6826.797741,0.0,68.0,13.0,26.0,489.6
1,1,3982.180708,38500.0,99.0,26.0,49.0,423.286512
0,1,2887.779742,62018.0,71.0,21.0,0.0,293.865315
0,1,2252.416825,0.0,65.0,13.0,84.0,468.0
0,3,8458.531323,57394.0,106.0,8.0,11.0,316.492058
0,2,7478.313695,23530.0,65.0,22.0,34.0,312.0
0,1,3788.649817,48887.0,95.0,26.0,25.0,456.0
0,1,5220.685297,68867.0,129.0,19.0,91.0,619.2
0,2,7130.294828,12062.0,63.0,3.0,42.0,302.4
0,5,8513.592687,59230.0,107.0,11.0,56.0,245.076091
0,3,5660.133806,59586.0,72.0,6.0,70.0,91.198362
0,1,4082.170583,57506.0,102.0,24.0,43.0,615.243841
0,6,5318.89664,25134.0,67.0,3.0,0.0,321.6
0,5,4160.162571,0.0,61.0,3.0,58.0,292.8
0,1,2237.347771,0.0,61.0,19.0,44.0,292.8
1,1,3460.12299,0.0,100.0,15.0,96.0,720.0
2,2,16005.50507,44901.0,70.0,15.0,56.0,460.806124
0,3,6986.603722,0.0,93.0,21.0,8.0,149.269407
2,7,8826.961501,28463.0,113.0,0.0,45.0,324.317667
0,1,4726.869327,13037.0,124.0,28.0,49.0,839.348464
1,2,27443.47482,82320.0,99.0,4.0,2.0,475.2
0,7,7247.313475,0.0,104.0,9.0,58.0,499.2
0,4,5137.852105,78460.0,64.0,3.0,93.0,203.568733
4,1,2739.05724,0.0,92.0,26.0,11.0,657.290491
0,3,5092.793862,46922.0,64.0,34.0,12.0,403.385123
0,7,5799.826802,60689.0,74.0,29.0,67.0,5.746657
0,3,5507.063242,0.0,71.0,3.0,38.0,340.8
0,2,10484.91535,61108.0,89.0,22.0,93.0,49.451117
0,7,8501.279969,98003.0,107.0,4.0,46.0,449.408637
0,2,8426.057283,0.0,74.0,30.0,37.0,460.084192
0,6,6503.397049,22081.0,84.0,1.0,9.0,451.670309
4,6,4834.710493,38713.0,66.0,31.0,69.0,316.8
3,1,2575.3237,28700.0,68.0,2.0,65.0,326.4
0,2,37111.65952,61552.0,115.0,1.0,95.0,12.252847
1,1,4371.190437,56718.0,113.0,7.0,95.0,542.4
0,2,16796.33604,66776.0,71.0,11.0,45.0,131.808343
0,2,7988.506358,58268.0,67.0,12.0,82.0,228.641342
0,1,2269.841123,0.0,68.0,22.0,43.0,542.016902
1,3,4991.47197,12608.0,66.0,23.0,72.0,214.866605
0,1,2921.930882,63499.0,73.0,21.0,79.0,278.964095
0,7,7613.193095,36247.0,96.0,35.0,29.0,329.522858
0,5,5827.409742,30228.0,73.0,28.0,44.0,163.345647
0,1,2600.641181,0.0,74.0,19.0,4.0,501.472124
0,3,8491.465719,0.0,116.0,3.0,97.0,1193.115879
0,5,9778.733613,99364.0,121.0,3.0,37.0,580.8
0,2,22658.53652,23665.0,67.0,19.0,50.0,404.817249
0,2,10004.02761,0.0,94.0,7.0,4.0,807.168846
1,3,4872.774396,69247.0,61.0,12.0,64.0,226.522147
0,5,7444.814633,56047.0,92.0,26.0,29.0,82.733588
0,5,5761.11121,28919.0,73.0,11.0,76.0,207.828024
0,4,5366.779081,0.0,70.0,5.0,29.0,223.174067
0,4,6259.477847,0.0,83.0,8.0,78.0,254.142365
0,2,7623.580733,69900.0,64.0,23.0,68.0,33.97
0,3,7427.845088,78294.0,92.0,6.0,35.0,181.148732
1,4,4951.656084,46896.0,62.0,9.0,33.0,31.707317
0,3,4665.129599,0.0,62.0,26.0,62.0,297.6
0,1,6021.842473,0.0,168.0,11.0,46.0,1476.670903
3,1,3074.105486,0.0,104.0,25.0,33.0,748.8
0,1,4953.086407,21385.0,127.0,14.0,37.0,609.6
0,3,7780.489322,87128.0,97.0,26.0,45.0,495.612777
0,2,7992.779105,35434.0,66.0,19.0,26.0,297.051768
1,1,4170.687348,29462.0,107.0,28.0,23.0,513.6
3,2,23228.23674,53243.0,102.0,26.0,96.0,489.6
1,1,5445.81699,21006.0,139.0,14.0,9.0,667.2
0,9,4558.498445,0.0,65.0,24.0,93.0,312.0
0,9,5528.212807,36088.0,72.0,16.0,31.0,345.6
0,3,10390.66647,28948.0,131.0,7.0,57.0,295.83086
0,6,5469.542959,67099.0,69.0,11.0,24.0,22.995594
0,2,11628.73401,97830.0,96.0,3.0,61.0,298.362415
0,2,10189.65429,0.0,101.0,15.0,90.0,727.2
0,1,2733.431887,93558.0,67.0,19.0,5.0,478.234236
0,1,4014.453113,37384.0,99.0,9.0,17.0,475.2
0,2,7119.531925,28227.0,62.0,14.0,24.0,551.28213
0,2,11772.79068,51008.0,74.0,5.0,95.0,355.2
0,1,2381.790787,78185.0,61.0,23.0,54.0,292.8
0,3,5208.35385,0.0,74.0,35.0,2.0,532.8
0,4,5018.727893,0.0,68.0,34.0,68.0,670.47746
2,2,11900.54484,97205.0,100.0,22.0,40.0,5.573179
0,6,7399.032079,0.0,101.0,28.0,34.0,337.617149
1,7,5674.381244,26225.0,72.0,18.0,25.0,320.777404
0,2,7271.43404,20545.0,70.0,23.0,86.0,336.0
0,1,3164.494011,0.0,83.0,20.0,32.0,398.4
0,1,2661.033435,35503.0,67.0,14.0,95.0,216.173135
0,2,14140.55885,58988.0,118.0,3.0,76.0,566.4
1,2,7654.227067,0.0,74.0,16.0,89.0,355.2
0,1,2199.73952,0.0,64.0,21.0,5.0,685.456738
4,1,2004.350666,0.0,66.0,16.0,35.0,316.8
0,2,13111.11319,67197.0,111.0,2.0,9.0,147.948783
3,2,13197.92893,0.0,68.0,19.0,2.0,326.4
0,1,2787.539793,34927.0,70.0,5.0,2.0,242.491357
0,1,3436.134281,30817.0,88.0,25.0,43.0,91.834668
0,1,2713.36798,31535.0,70.0,27.0,46.0,90.525716
0,1,2867.312197,23376.0,78.0,19.0,18.0,374.4
0,2,14590.24583,46244.0,62.0,8.0,3.0,255.285875
0,5,6652.474492,34886.0,84.0,3.0,40.0,403.2
0,1,2444.621056,0.0,66.0,27.0,51.0,316.8
0,7,11314.24394,62935.0,141.0,29.0,27.0,232.242326
0,5,10972.06778,24164.0,137.0,2.0,40.0,657.6
0,1,3189.66703,0.0,87.0,6.0,3.0,760.428495
1,2,19357.37201,0.0,68.0,20.0,66.0,326.4
0,2,7227.120364,40153.0,61.0,1.0,99.0,340.07498
0,3,7857.303868,0.0,104.0,12.0,7.0,499.2
0,6,5181.620895,97131.0,64.0,5.0,80.0,307.2
0,1,4281.062223,23712.0,106.0,2.0,12.0,508.8
0,2,11513.16291,0.0,64.0,26.0,72.0,307.2
0,3,5147.11023,33171.0,65.0,27.0,17.0,236.643695
1,2,8663.497618,0.0,83.0,18.0,90.0,398.4
0,1,2535.321683,0.0,68.0,24.0,73.0,326.4
1,2,21504.3388,60228.0,112.0,23.0,28.0,286.102971
0,8,7349.32849,27072.0,93.0,24.0,27.0,565.336931
0,2,8509.850887,26057.0,74.0,3.0,63.0,523.888845
0,1,4297.189057,66331.0,107.0,0.0,74.0,513.6
1,1,2778.323903,66030.0,69.0,33.0,19.0,282.153792
1,3,5532.863336,59768.0,71.0,6.0,93.0,340.8
0,2,17476.64139,45106.0,73.0,22.0,21.0,350.4
0,4,10479.89966,78435.0,130.0,11.0,19.0,553.61131
1,1,2242.574431,0.0,63.0,31.0,99.0,453.6
3,1,2754.45676,79507.0,70.0,7.0,17.0,442.199439
0,3,8041.20055,44986.0,101.0,14.0,83.0,624.023564
